,SubjectName,ConstructName,QuestionText,AnswerText,MisconceptionId,MisconceptionName
2539,Function Machines,Calculate the square of a number,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""30"" written inside it. The middle rectangle has ""squared"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 15 \),1664.0,Mixes up squaring and halving
2540,Graphs of Exponentials and Other Powers of x,"Calculate coordinates of points on the graph of y = ax, where x is a negative integer ","This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{2}^{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( -5 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?",\( -32 \),433.0,Believes a negative power results in a negative answer
2541,Graphs of Exponentials and Other Powers of x,"Calculate coordinates of points on the graph of y = ax, where x is a negative integer ","This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{2}^{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( -5 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?",\( -\frac{1}{32} \),433.0,Believes a negative power results in a negative answer
2542,Graphs of Exponentials and Other Powers of x,"Calculate coordinates of points on the graph of y = ax, where x is a negative integer ","This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{2}^{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( -5 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?",\( -10 \),1072.0,Multiplies by the index
2543,Multiplying Fractions,Multiply proper fractions in the form: Fraction × Fraction,"Calculate:
\(
\frac{1}{9} \times \frac{1}{5}
\)",\( \frac{2}{14} \),1980.0,"When multiplying fractions, adds the numerators and the denominators"
2544,Multiplying Fractions,Multiply proper fractions in the form: Fraction × Fraction,"Calculate:
\(
\frac{1}{9} \times \frac{1}{5}
\)",\( \frac{5}{9} \),2134.0,when multiplying fractions multiplies by the reciprocal of the 2nd fraction instead
2545,Multiplying Fractions,Multiply proper fractions in the form: Fraction × Fraction,"Calculate:
\(
\frac{1}{9} \times \frac{1}{5}
\)",\( \frac{1}{14} \),1280.0,"When multiplying fractions, multiplies the numerator and adds the denominator"
2546,Substitution into Formula,Substitute negative non-integer values into expressions involving no powers or roots,"What is the value of
\( a b \)
when \( a=9 \) and \( b=-0.5 \) ?",\( -45 \),189.0,"When multiplying decimals, ignores place value and just multiplies the digits"
2547,Substitution into Formula,Substitute negative non-integer values into expressions involving no powers or roots,"What is the value of
\( a b \)
when \( a=9 \) and \( b=-0.5 \) ?",\( 8.5 \),1900.0,Thinks two variables next to each other represent addition
2548,Venn Diagrams,Fill in regions of a double Venn diagram with numbers from given information,"\( \begin{array}{c}\xi=\{\text { integers between } 1 \\ \text { and } 10 \text { inclusive }\} \\ P=\{\text { odd numbers }\} \\ Q=\{\text { factors of } 30\}\end{array} \) ![A Venn diagram with two circles labelled P and Q. P without the intersection is labelled A, Q without the intersection is labelled C, the intersection of the two sets is labelled B, and outside the circles is labelled D.]() In which region does \( \mathbf{5} \) belong?",A,1430.0,Does not recognise that the intersection of a Venn diagram represents those belonging to both sets
2549,Venn Diagrams,Fill in regions of a double Venn diagram with numbers from given information,"\( \begin{array}{c}\xi=\{\text { integers between } 1 \\ \text { and } 10 \text { inclusive }\} \\ P=\{\text { odd numbers }\} \\ Q=\{\text { factors of } 30\}\end{array} \) ![A Venn diagram with two circles labelled P and Q. P without the intersection is labelled A, Q without the intersection is labelled C, the intersection of the two sets is labelled B, and outside the circles is labelled D.]() In which region does \( \mathbf{5} \) belong?",C,1430.0,Does not recognise that the intersection of a Venn diagram represents those belonging to both sets
2550,Time,Identify a unit of time,"Tom and Katie are discussing units of time 
Tom says days is a unit of time 
Katie says \( \mathrm{km} / \mathrm{h} \) is a unit of time 
Who is correct?","Only
Katie",2507.0,Mistakes unit of speed for unit of time
2551,Time,Identify a unit of time,"Tom and Katie are discussing units of time 
Tom says days is a unit of time 
Katie says \( \mathrm{km} / \mathrm{h} \) is a unit of time 
Who is correct?",Both Tom and Katie,2507.0,Mistakes unit of speed for unit of time
2552,Time,Identify a unit of time,"Tom and Katie are discussing units of time 
Tom says days is a unit of time 
Katie says \( \mathrm{km} / \mathrm{h} \) is a unit of time 
Who is correct?",Neither is correct,1373.0,Does not recognise a unit of time
2553,"Square Roots, Cube Roots, etc",Calculate the square root of a number,\( \sqrt{-16}=? \),\( -4 \),2042.0,Can not square root a negative number
2554,"Square Roots, Cube Roots, etc",Calculate the square root of a number,\( \sqrt{-16}=? \),\( 4 \),2042.0,Can not square root a negative number
2555,Adding and Subtracting Fractions,Subtract proper fractions with different denominators where one is a multiple of the other,"Calculate:
\( \frac{5}{9}-\frac{1}{3} \)",\( \frac{4}{6} \),172.0,"When subtracting fractions, subtracts the numerators and denominators"
2556,Adding and Subtracting Fractions,Subtract proper fractions with different denominators where one is a multiple of the other,"Calculate:
\( \frac{5}{9}-\frac{1}{3} \)",\( \frac{4}{9} \),1909.0,Does not consider the denominator when adding/ subtracting fractions. Adds/subtracts the numerator and makes the denominator the one with the highest value.
2557,Adding and Subtracting Fractions,Subtract proper fractions with different denominators where one is a multiple of the other,"Calculate:
\( \frac{5}{9}-\frac{1}{3} \)",\( \frac{8}{9} \),1514.0,Adds instead of subtracts
2558,Estimation,Round numbers to an appropriate degree to estimate the answer to a calculation,"When estimating the answer to a complicated problem involving \( 0.482 \), you should instead use...",\( 0 \),1165.0,Rounds to the nearest integer rather than one significant figure
2559,Estimation,Round numbers to an appropriate degree to estimate the answer to a calculation,"When estimating the answer to a complicated problem involving \( 0.482 \), you should instead use...",\( 0.4 \),1379.0,Rounds down instead of up
2560,Estimation,Round numbers to an appropriate degree to estimate the answer to a calculation,"When estimating the answer to a complicated problem involving \( 0.482 \), you should instead use...",\( 0.48 \),1591.0,"Rounds to the nearest hundredth, rather than one significant figure"
2561,Factors and Highest Common Factor,Understand the relationship between different factors of a number,"If you can connect dots to draw a regular octagon in a ring of equally spaced dots, which other regular shape can you definitely draw?",Equilateral triangle,2417.0,Does not use the associative property of multiplication to find other factors of a number
2562,Factors and Highest Common Factor,Understand the relationship between different factors of a number,"If you can connect dots to draw a regular octagon in a ring of equally spaced dots, which other regular shape can you definitely draw?",Pentagon,2417.0,Does not use the associative property of multiplication to find other factors of a number
2563,Factors and Highest Common Factor,Understand the relationship between different factors of a number,"If you can connect dots to draw a regular octagon in a ring of equally spaced dots, which other regular shape can you definitely draw?",Hexagon,2417.0,Does not use the associative property of multiplication to find other factors of a number
2564,Simplifying Fractions,Simplify fractions that simplify to a non-unit fraction,"Simplify fully (if possible):
\(
\frac{13}{78}
\) Simplify fully (if possible): \( \frac{13}{78} \)",\( \frac{1}{66} \) \( \frac{1}{66} \),2078.0,Simplifies a fraction by adding or subtracting the same amount from the numerator  and denominator
2565,Simplifying Fractions,Simplify fractions that simplify to a non-unit fraction,"Simplify fully (if possible):
\(
\frac{13}{78}
\) Simplify fully (if possible): \( \frac{13}{78} \)",Cannot be simplified Cannot be simplified,2363.0,Assumes fractions with prime numerators cannot be simplified
2566,Factorising into a Double Bracket,Recognise when it is possible to factorise an expression into a double bracket,"Jo says when she is factorising \( x^{2}-4 x \) she tries to think of two numbers that multiply together to give \( -4 \) and add together to give \( 0 \)

Paul says when he is factorising \( x^{2}-\frac{4}{25} \) he tries to think of two numbers that multiply together to give \( -\frac{4}{25} \) and add together to give \( \frac{2}{25} \)
Who is correct?",Only Jo,1432.0,"When factorising into double brackets, believes the sum of the two values in the brackets equals bx rather than b"
2567,Writing Ratios,Convert ratios to fractions,A lassi drink is made of yoghurt and water in the ratio 5:1. What fraction of the drink is water?,\( \frac{1}{5} \),1452.0,"When converting ratio to fractions, puts the other side of the ratio as the denominator rather than the total"
2568,Writing Ratios,Convert ratios to fractions,A lassi drink is made of yoghurt and water in the ratio 5:1. What fraction of the drink is water?,\( \frac{5}{6} \),2262.0,Gets order of ratio wrong
